id,EC1,EC2
16835,1,1
16836,1,1
16837,1,1
16838,1,1
16839,1,1
16840,1,1
16841,1,1
16842,1,1
16843,1,1
16844,1,1
16845,1,1
16846,1,1
16847,1,1
16848,1,1
16849,1,1
16850,1,1
16851,1,1
16852,1,1
16853,1,1
16854,1,1
16855,1,1
16856,1,1
16857,1,1
16858,1,1
16859,1,1
16860,1,1
16861,1,1
16862,1,1
16863,0,1
16864,1,1
16865,1,1
16866,0,1
16867,1,1
16868,1,1
16869,1,1
16870,1,1
16871,1,1
16872,1,1
16873,1,1
16874,1,1
16875,1,1
16876,1,1
16877,1,1
16878,1,1
16879,1,1
16880,1,1
16881,1,1
16882,1,1
16883,1,1
16884,1,1
16885,1,1
16886,1,1
16887,1,1
16888,1,1
16889,1,1
16890,1,1
16891,1,1
16892,0,1
16893,1,1
16894,0,1
16895,1,1
16896,1,1
16897,1,1
16898,1,1
16899,1,1
16900,1,1
16901,1,1
16902,1,1
16903,1,1
16904,1,1
16905,1,1
16906,1,1
16907,1,1
16908,1,1
16909,1,1
16910,1,1
16911,1,1
16912,1,1
16913,1,1
16914,1,1
16915,1,1
16916,1,1
16917,1,1
16918,1,1
16919,1,1
16920,1,1
16921,1,1
16922,1,1
16923,1,1
16924,1,1
16925,1,1
16926,1,1
16927,1,1
16928,1,1
16929,1,1
16930,1,1
16931,1,1
16932,1,1
16933,1,1
16934,1,1
16935,1,1
16936,1,1
16937,1,1
16938,1,1
16939,1,1
16940,1,1
16941,1,1
16942,1,1
16943,1,1
16944,1,1
16945,1,1
16946,1,1
16947,1,1
16948,1,1
16949,1,1
16950,1,1
16951,1,1
16952,1,1
16953,1,1
16954,1,1
16955,1,1
16956,1,1
16957,1,1
16958,1,1
16959,1,1
16960,1,1
16961,1,1
16962,1,1
16963,1,1
16964,1,1
16965,1,1
16966,1,1
16967,0,1
16968,1,1
16969,1,1
16970,1,1
16971,1,1
16972,1,1
16973,1,1
16974,1,1
16975,1,1
16976,1,1
16977,1,1
16978,1,1
16979,1,1
16980,1,1
16981,1,1
16982,1,1
16983,1,1
16984,1,1
16985,1,1
16986,1,1
16987,1,1
16988,1,1
16989,0,1
16990,1,1
16991,1,1
16992,1,1
16993,1,1
16994,1,1
16995,1,1
16996,1,1
16997,1,1
16998,1,1
16999,0,1
17000,1,1
17001,1,1
17002,1,1
17003,1,1
17004,1,1
17005,1,1
17006,1,1
17007,1,1
17008,1,1
17009,1,1
17010,1,1
17011,1,1
17012,1,1
17013,1,1
17014,1,1
17015,1,1
17016,1,1
17017,1,1
17018,1,1
17019,1,1
17020,1,1
17021,1,1
17022,1,1
17023,1,1
17024,1,1
17025,1,1
17026,1,1
17027,1,1
17028,1,1
17029,1,1
17030,1,1
17031,1,1
17032,1,1
17033,1,1
17034,1,1
17035,1,1
17036,1,1
17037,1,1
17038,1,1
17039,1,1
17040,1,1
17041,1,1
17042,1,1
17043,1,1
17044,1,1
17045,1,1
17046,1,1
17047,1,1
17048,1,1
17049,1,1
17050,1,1
17051,1,1
17052,1,1
17053,1,1
17054,1,1
17055,1,1
17056,1,1
17057,1,1
17058,0,1
17059,1,1
17060,1,1
17061,1,1
17062,1,1
17063,1,1
17064,0,1
17065,1,1
17066,1,1
17067,1,1
17068,1,1
17069,1,1
17070,1,1
17071,1,1
17072,1,1
17073,1,1
17074,1,1
17075,1,1
17076,1,1
17077,1,1
17078,1,1
17079,1,1
17080,1,1
17081,1,1
17082,1,1
17083,1,1
17084,1,1
17085,1,1
17086,1,1
17087,1,1
17088,1,1
17089,1,1
17090,1,1
17091,1,1
17092,1,1
17093,1,1
17094,1,1
17095,1,1
17096,1,1
17097,1,1
17098,1,1
17099,1,1
17100,0,1
17101,1,1
17102,1,1
17103,1,1
17104,1,1
17105,1,1
17106,1,1
17107,1,1
17108,1,1
17109,1,1
17110,1,1
17111,1,1
17112,1,1
17113,1,1
17114,1,1
17115,1,1
17116,0,1
17117,1,1
17118,1,1
17119,1,1
17120,1,1
17121,1,1
17122,1,1
17123,1,1
17124,1,1
17125,1,1
17126,1,1
17127,1,1
17128,1,1
17129,1,1
17130,1,1
17131,0,1
17132,1,1
17133,1,1
17134,1,1
17135,1,1
17136,1,1
17137,1,1
17138,1,1
17139,1,1
17140,1,1
17141,1,1
17142,1,1
17143,1,1
17144,1,1
17145,1,1
17146,1,1
17147,1,1
17148,1,1
17149,1,1
17150,1,1
17151,1,1
17152,1,1
17153,1,1
17154,1,1
17155,1,1
17156,1,1
17157,1,1
17158,1,1
17159,1,1
17160,1,1
17161,1,1
17162,0,1
17163,1,1
17164,1,1
17165,1,1
17166,1,1
17167,1,1
17168,1,1
17169,1,1
17170,1,1
17171,1,1
17172,1,1
17173,1,1
17174,1,1
17175,1,1
17176,1,1
17177,1,1
17178,1,1
17179,1,1
17180,0,1
17181,1,1
17182,1,1
17183,1,1
17184,1,1
17185,0,1
17186,1,1
17187,1,1
17188,1,1
17189,1,1
17190,1,1
17191,1,1
17192,1,1
17193,1,1
17194,1,1
17195,1,1
17196,1,1
17197,1,1
17198,1,1
17199,1,1
17200,1,1
17201,1,1
17202,1,1
17203,1,1
17204,1,1
17205,1,1
17206,1,1
17207,1,1
17208,1,1
17209,1,1
17210,1,1
17211,1,1
17212,1,1
17213,1,1
17214,1,1
17215,1,1
17216,1,1
17217,1,1
17218,1,1
17219,1,1
17220,1,1
17221,1,1
17222,1,1
17223,1,1
17224,1,1
17225,1,1
17226,1,1
17227,1,1
17228,1,1
17229,1,1
17230,1,1
17231,1,1
17232,1,1
17233,1,1
17234,1,1
17235,1,1
17236,1,1
17237,1,1
17238,1,1
17239,1,1
17240,1,1
17241,1,1
17242,1,1
17243,1,1
17244,1,1
17245,1,1
17246,1,1
17247,1,1
17248,0,1
17249,1,1
17250,1,1
17251,1,1
17252,1,1
17253,1,1
17254,1,1
17255,1,1
17256,1,1
17257,1,1
17258,1,1
17259,1,1
17260,1,1
17261,1,1
17262,1,1
17263,1,1
17264,1,1
17265,1,1
17266,1,1
17267,1,1
17268,1,1
17269,1,1
17270,1,1
17271,1,1
17272,1,1
17273,1,1
17274,1,1
17275,1,1
17276,1,1
17277,0,1
17278,1,1
17279,1,1
17280,1,1
17281,1,1
17282,1,1
17283,1,1
17284,1,1
17285,1,1
17286,1,1
17287,1,1
17288,1,1
17289,1,1
17290,1,1
17291,1,1
17292,1,1
17293,1,1
17294,1,1
17295,1,1
17296,1,1
17297,1,1
17298,1,1
17299,1,1
17300,1,1
17301,1,1
17302,1,1
17303,1,1
17304,1,1
17305,1,1
17306,1,1
17307,1,1
17308,1,1
17309,1,1
17310,1,1
17311,1,1
17312,1,1
17313,0,1
17314,1,1
17315,1,1
17316,1,1
17317,1,1
17318,1,1
17319,1,1
17320,1,1
17321,1,1
17322,1,1
17323,1,1
17324,1,1
17325,1,1
17326,1,1
17327,1,1
17328,1,1
17329,1,1
17330,1,1
17331,1,1
17332,1,1
17333,1,1
17334,1,1
17335,1,1
17336,1,1
17337,1,1
17338,1,1
17339,1,1
17340,1,1
17341,1,1
17342,1,1
17343,1,1
17344,1,1
17345,1,1
17346,1,1
17347,1,1
17348,1,1
17349,1,1
17350,1,1
17351,1,1
17352,1,1
17353,1,1
17354,1,1
17355,1,1
17356,1,1
17357,1,1
17358,1,1
17359,1,1
17360,1,1
17361,1,1
17362,1,1
17363,1,1
17364,1,1
17365,1,1
17366,1,1
17367,1,1
17368,1,1
17369,1,1
17370,1,1
17371,1,1
17372,1,1
17373,1,1
17374,1,1
17375,1,1
17376,1,1
17377,1,1
17378,1,1
17379,1,1
17380,1,1
17381,1,1
17382,1,1
17383,1,1
17384,1,1
17385,1,1
17386,1,1
17387,1,1
17388,1,1
17389,1,1
17390,1,1
17391,1,1
17392,1,1
17393,1,1
17394,1,1
17395,1,1
17396,1,1
17397,1,1
17398,1,1
17399,1,1
17400,1,1
17401,1,1
17402,1,1
17403,1,1
17404,1,1
17405,1,1
17406,0,1
17407,1,1
17408,1,1
17409,1,1
17410,1,1
17411,1,1
17412,1,1
17413,1,1
17414,1,1
17415,1,1
17416,0,1
17417,1,1
17418,1,1
17419,1,1
17420,1,1
17421,1,1
17422,1,1
17423,1,1
17424,1,1
17425,1,1
17426,1,1
17427,1,1
17428,1,1
17429,1,1
17430,1,1
17431,1,1
17432,1,1
17433,1,1
17434,1,1
17435,1,1
17436,1,1
17437,1,1
17438,1,1
17439,1,1
17440,0,1
17441,1,1
17442,1,1
17443,1,1
17444,0,1
17445,1,1
17446,1,1
17447,1,1
17448,1,1
17449,1,1
17450,1,1
17451,1,1
17452,1,1
17453,1,1
17454,1,1
17455,1,1
17456,1,1
17457,1,1
17458,1,1
17459,1,1
17460,1,1
17461,1,1
17462,1,1
17463,1,1
17464,1,1
17465,1,1
17466,1,1
17467,1,1
17468,1,1
17469,1,1
17470,1,1
17471,1,1
17472,1,1
17473,1,1
17474,1,1
17475,1,1
17476,1,1
17477,1,1
17478,1,1
17479,1,1
17480,1,1
17481,1,1
17482,1,1
17483,1,1
17484,1,1
17485,1,1
17486,1,1
17487,1,1
17488,0,1
17489,1,1
17490,1,1
17491,1,1
17492,1,1
17493,1,1
17494,1,1
17495,1,1
17496,1,1
17497,1,1
17498,1,1
17499,1,1
17500,1,1
17501,1,1
17502,1,1
17503,1,1
17504,1,1
17505,1,1
17506,1,1
17507,1,1
17508,1,1
17509,1,1
17510,1,1
17511,1,1
17512,1,1
17513,1,1
17514,1,1
17515,1,1
17516,1,1
17517,1,1
17518,1,1
17519,1,1
17520,1,1
17521,0,1
17522,1,1
17523,1,1
17524,1,1
17525,1,1
17526,1,1
17527,1,1
17528,1,1
17529,1,1
17530,1,1
17531,1,1
17532,1,1
17533,1,1
17534,1,1
17535,1,1
17536,1,1
17537,1,1
17538,1,1
17539,1,1
17540,1,1
17541,1,1
17542,1,1
17543,1,1
17544,1,1
17545,1,1
17546,1,1
17547,1,1
17548,1,1
17549,1,1
17550,1,1
17551,1,1
17552,1,1
17553,1,1
17554,1,1
17555,1,1
17556,1,1
17557,1,1
17558,1,1
17559,1,1
17560,1,1
17561,1,1
17562,1,1
17563,1,1
17564,1,1
17565,1,1
17566,1,1
17567,1,1
17568,1,1
17569,1,1
17570,1,1
17571,1,1
17572,0,1
17573,1,1
17574,1,1
17575,1,1
17576,1,1
17577,0,1
17578,1,1
17579,1,1
17580,1,1
17581,1,1
17582,1,1
17583,1,1
17584,1,1
17585,1,1
17586,1,1
17587,1,1
17588,1,1
17589,1,1
17590,1,1
17591,1,1
17592,1,1
17593,1,1
17594,1,1
17595,1,1
17596,1,1
17597,1,1
17598,1,1
17599,1,1
17600,1,1
17601,1,1
17602,1,1
17603,1,1
17604,1,1
17605,1,1
17606,1,1
17607,1,1
17608,1,1
17609,1,1
17610,1,1
17611,1,1
17612,1,1
17613,1,1
17614,1,1
17615,1,1
17616,1,1
17617,1,1
17618,1,1
17619,1,1
17620,1,1
17621,1,1
17622,1,1
17623,1,1
17624,1,1
17625,1,1
17626,1,1
17627,1,1
17628,1,1
17629,1,1
17630,1,1
17631,1,1
17632,1,1
17633,1,1
17634,1,1
17635,1,1
17636,1,1
17637,1,1
17638,1,1
17639,1,1
17640,1,1
17641,1,1
17642,1,1
17643,1,1
17644,1,1
17645,1,1
17646,1,1
17647,1,1
17648,1,1
17649,1,1
17650,1,1
17651,1,1
17652,1,1
17653,1,1
17654,1,1
17655,1,1
17656,1,1
17657,1,1
17658,1,1
17659,1,1
17660,1,1
17661,1,1
17662,1,1
17663,1,1
17664,1,1
17665,1,1
17666,1,1
17667,1,1
17668,1,1
17669,1,1
17670,1,1
17671,1,1
17672,1,1
17673,1,1
17674,1,1
17675,1,1
17676,1,1
17677,1,1
17678,1,1
17679,1,1
17680,0,1
17681,1,1
17682,1,1
17683,1,1
17684,1,1
17685,1,1
17686,1,1
17687,1,1
17688,0,1
17689,1,1
17690,1,1
17691,1,1
17692,1,1
17693,1,1
17694,1,1
17695,1,1
17696,1,1
17697,1,1
17698,1,1
17699,1,1
17700,1,1
17701,1,1
17702,1,1
17703,1,1
17704,1,1
17705,1,1
17706,1,1
17707,1,1
17708,1,1
17709,1,1
17710,1,1
17711,1,1
17712,1,1
17713,1,1
17714,1,1
17715,1,1
17716,1,1
17717,1,1
17718,1,1
17719,1,1
17720,1,1
17721,1,1
17722,1,1
17723,1,1
17724,1,1
17725,1,1
17726,1,1
17727,1,1
17728,0,1
17729,1,1
17730,1,1
17731,1,1
17732,1,1
17733,1,1
17734,1,1
17735,1,1
17736,1,1
17737,1,1
17738,0,1
17739,1,1
17740,1,1
17741,1,1
17742,1,1
17743,1,1
17744,1,1
17745,1,1
17746,1,1
17747,1,1
17748,1,1
17749,1,1
17750,1,1
17751,1,1
17752,1,1
17753,1,1
17754,1,1
17755,1,1
17756,1,1
17757,1,1
17758,1,1
17759,1,1
17760,1,1
17761,1,1
17762,1,1
17763,1,1
17764,1,1
17765,1,1
17766,1,1
17767,1,1
17768,0,1
17769,1,1
17770,1,1
17771,1,1
17772,1,1
17773,1,1
17774,1,1
17775,1,1
17776,1,1
17777,1,1
17778,1,1
17779,1,1
17780,1,1
17781,1,1
17782,1,1
17783,1,1
17784,1,1
17785,1,1
17786,1,1
17787,1,1
17788,1,1
17789,1,1
17790,1,1
17791,1,1
17792,1,1
17793,1,1
17794,1,1
17795,1,1
17796,1,1
17797,1,1
17798,1,1
17799,1,1
17800,1,1
17801,1,1
17802,0,1
17803,1,1
17804,1,1
17805,1,1
17806,1,1
17807,1,1
17808,1,1
17809,1,1
17810,1,1
17811,1,1
17812,1,1
17813,1,1
17814,1,1
17815,1,1
17816,1,1
17817,1,1
17818,1,1
17819,1,1
17820,1,1
17821,1,1
17822,1,1
17823,1,1
17824,1,1
17825,1,1
17826,1,1
17827,1,1
17828,1,1
17829,1,1
17830,1,1
17831,1,1
17832,1,1
17833,0,1
17834,1,1
17835,1,1
17836,0,1
17837,0,1
17838,1,1
17839,1,1
17840,1,1
17841,1,1
17842,1,1
17843,1,1
17844,1,1
17845,1,1
17846,1,1
17847,1,1
17848,1,1
17849,1,1
17850,1,1
17851,1,1
17852,1,1
17853,1,1
17854,1,1
17855,1,1
17856,1,1
17857,1,1
17858,1,1
17859,1,1
17860,1,1
17861,1,1
17862,1,1
17863,1,1
17864,1,1
17865,1,1
17866,1,1
17867,1,1
17868,1,1
17869,1,1
17870,1,1
17871,1,1
17872,1,1
17873,1,1
17874,1,1
17875,1,1
17876,1,1
17877,1,1
17878,1,1
17879,1,1
17880,1,1
17881,1,1
17882,1,1
17883,1,1
17884,1,1
17885,1,1
17886,1,1
17887,1,1
17888,1,1
17889,1,1
17890,1,1
17891,0,1
17892,1,1
17893,1,1
17894,1,1
17895,1,1
17896,1,1
17897,1,1
17898,1,1
17899,1,1
17900,1,1
17901,1,1
17902,0,1
17903,1,1
17904,1,1
17905,1,1
17906,1,1
17907,1,1
17908,1,1
17909,1,1
17910,1,1
17911,1,1
17912,1,1
17913,1,1
17914,1,1
17915,1,1
17916,1,1
17917,1,1
17918,1,1
17919,0,1
17920,1,1
17921,1,1
17922,1,1
17923,1,1
17924,1,1
17925,1,1
17926,1,1
17927,1,1
17928,1,1
17929,1,1
17930,1,1
17931,1,1
17932,1,1
17933,1,1
17934,1,1
17935,1,1
17936,1,1
17937,1,1
17938,1,1
17939,1,1
17940,1,1
17941,1,1
17942,1,1
17943,1,1
17944,1,1
17945,1,1
17946,1,1
17947,1,1
17948,1,1
17949,1,1
17950,1,1
17951,1,1
17952,1,1
17953,1,1
17954,1,1
17955,1,1
17956,1,1
17957,1,1
17958,1,1
17959,1,1
17960,1,1
17961,1,1
17962,1,1
17963,1,1
17964,1,1
17965,1,1
17966,1,1
17967,1,1
17968,1,1
17969,1,1
17970,1,1
17971,1,1
17972,1,1
17973,1,1
17974,1,1
17975,1,1
17976,1,1
17977,1,1
17978,1,1
17979,1,1
17980,1,1
17981,1,1
17982,1,1
17983,1,1
17984,1,1
17985,1,1
17986,1,1
17987,1,1
17988,1,1
17989,1,1
17990,1,1
17991,1,1
17992,1,1
17993,1,1
17994,1,1
17995,1,1
17996,1,1
17997,1,1
17998,1,1
17999,1,1
18000,1,1
18001,1,1
18002,1,1
18003,0,1
18004,1,1
18005,1,1
18006,1,1
18007,1,1
18008,1,1
18009,1,1
18010,1,1
18011,1,1
18012,1,1
18013,1,1
18014,1,1
18015,1,1
18016,1,1
18017,1,1
18018,1,1
18019,1,1
18020,1,1
18021,1,1
18022,1,1
18023,1,1
18024,1,1
18025,1,1
18026,1,1
18027,1,1
18028,1,1
18029,1,1
18030,1,1
18031,1,1
18032,1,1
18033,1,1
18034,1,1
18035,1,1
18036,1,1
18037,1,1
18038,1,1
18039,1,1
18040,0,1
18041,1,1
18042,1,1
18043,1,1
18044,1,1
18045,1,1
18046,0,1
18047,1,1
18048,1,1
18049,1,1
18050,1,1
18051,1,1
18052,1,1
18053,1,1
18054,1,1
18055,1,1
18056,1,1
18057,1,1
18058,1,1
18059,1,1
18060,1,1
18061,1,1
18062,1,1
18063,1,1
18064,1,1
18065,1,1
18066,0,1
18067,1,1
18068,1,1
18069,0,1
18070,1,1
18071,1,1
18072,1,1
18073,1,1
18074,1,1
18075,1,1
18076,0,1
18077,1,1
18078,1,1
18079,1,1
18080,1,1
18081,1,1
18082,1,1
18083,1,1
18084,1,1
18085,1,1
18086,1,1
18087,1,1
18088,1,1
18089,1,1
18090,1,1
18091,1,1
18092,1,1
18093,1,1
18094,1,1
18095,1,1
18096,1,1
18097,1,1
18098,1,1
18099,1,1
18100,1,1
18101,1,1
18102,1,1
18103,1,1
18104,1,1
18105,1,1
18106,1,1
18107,1,1
18108,1,1
18109,1,1
18110,1,1
18111,1,1
18112,1,1
18113,1,1
18114,1,1
18115,1,1
18116,1,1
18117,1,1
18118,1,1
18119,1,1
18120,1,1
18121,1,1
18122,1,1
18123,1,1
18124,1,1
18125,1,1
18126,1,1
18127,1,1
18128,1,1
18129,1,1
18130,1,1
18131,1,1
18132,1,1
18133,1,1
18134,1,1
18135,1,1
18136,1,1
18137,1,1
18138,1,1
18139,1,1
18140,1,1
18141,1,1
18142,1,1
18143,1,1
18144,1,1
18145,1,1
18146,1,1
18147,1,1
18148,1,1
18149,1,1
18150,1,1
18151,1,1
18152,1,1
18153,1,1
18154,1,1
18155,1,1
18156,1,1
18157,1,1
18158,1,1
18159,1,1
18160,0,1
18161,1,1
18162,0,1
18163,0,1
18164,1,1
18165,1,1
18166,1,1
18167,1,1
18168,0,1
18169,1,1
18170,1,1
18171,1,1
18172,1,1
18173,1,1
18174,1,1
18175,1,1
18176,1,1
18177,1,1
18178,1,1
18179,1,1
18180,1,1
18181,0,1
18182,1,1
18183,1,1
18184,1,1
18185,1,1
18186,1,1
18187,1,1
18188,1,1
18189,1,1
18190,1,1
18191,1,1
18192,1,1
18193,1,1
18194,1,1
18195,1,1
18196,1,1
18197,1,1
18198,1,1
18199,1,1
18200,1,1
18201,1,1
18202,1,1
18203,1,1
18204,1,1
18205,1,1
18206,1,1
18207,1,1
18208,1,1
18209,1,1
18210,1,1
18211,1,1
18212,1,1
18213,1,1
18214,1,1
18215,1,1
18216,1,1
18217,1,1
18218,1,1
18219,1,1
18220,1,1
18221,1,1
18222,1,1
18223,1,1
18224,1,1
18225,1,1
18226,1,1
18227,1,1
18228,1,1
18229,1,1
18230,1,1
18231,1,1
18232,1,1
18233,1,1
18234,0,1
18235,1,1
18236,1,1
18237,1,1
18238,1,1
18239,1,1
18240,1,1
18241,1,1
18242,1,1
18243,1,1
18244,1,1
18245,1,1
18246,1,1
18247,1,1
18248,1,1
18249,1,1
18250,1,1
18251,1,1
18252,1,1
18253,1,1
18254,1,1
18255,1,1
18256,1,1
18257,1,1
18258,1,1
18259,0,1
18260,1,1
18261,1,1
18262,1,1
18263,1,1
18264,0,1
18265,1,1
18266,1,1
18267,1,1
18268,1,1
18269,1,1
18270,1,1
18271,1,1
18272,1,1
18273,1,1
18274,1,1
18275,1,1
18276,1,1
18277,1,1
18278,1,1
18279,1,1
18280,1,1
18281,1,1
18282,1,1
18283,1,1
18284,1,1
18285,1,1
18286,1,1
18287,1,1
18288,1,1
18289,1,1
18290,1,1
18291,1,1
18292,1,1
18293,1,1
18294,1,1
18295,1,1
18296,1,1
18297,1,1
18298,1,1
18299,1,1
18300,1,1
18301,1,1
18302,0,1
18303,1,1
18304,1,1
18305,1,1
18306,1,1
18307,1,1
18308,1,1
18309,1,1
18310,1,1
18311,1,1
18312,1,1
18313,1,1
18314,1,1
18315,1,1
18316,1,1
18317,1,1
18318,1,1
18319,1,1
18320,1,1
18321,1,1
18322,1,1
18323,1,1
18324,1,1
18325,1,1
18326,0,1
18327,1,1
18328,1,1
18329,1,1
18330,1,1
18331,1,1
18332,1,1
18333,1,1
18334,1,1
18335,1,1
18336,1,1
18337,1,1
18338,1,1
18339,1,1
18340,1,1
18341,1,1
18342,1,1
18343,1,1
18344,1,1
18345,1,1
18346,1,1
18347,1,1
18348,1,1
18349,1,1
18350,1,1
18351,1,1
18352,1,1
18353,1,1
18354,1,1
18355,0,1
18356,1,1
18357,1,1
18358,1,1
18359,1,1
18360,1,1
18361,1,1
18362,1,1
18363,1,1
18364,1,1
18365,1,1
18366,1,1
18367,1,1
18368,1,1
18369,1,1
18370,1,1
18371,1,1
18372,1,1
18373,1,1
18374,1,1
18375,0,1
18376,1,1
18377,1,1
18378,1,1
18379,1,1
18380,1,1
18381,1,1
18382,1,1
18383,1,1
18384,1,1
18385,1,1
18386,1,1
18387,1,1
18388,1,1
18389,1,1
18390,1,1
18391,1,1
18392,1,1
18393,1,1
18394,1,1
18395,1,1
18396,1,1
18397,1,1
18398,1,1
18399,1,1
18400,1,1
18401,1,1
18402,1,1
18403,1,1
18404,1,1
18405,1,1
18406,1,1
18407,1,1
18408,1,1
18409,1,1
18410,1,1
18411,1,1
18412,1,1
18413,1,1
18414,1,1
18415,1,1
18416,1,1
18417,1,1
18418,1,1
18419,1,1
18420,1,1
18421,1,1
18422,1,1
18423,1,1
18424,1,1
18425,0,1
18426,1,1
18427,1,1
18428,1,1
18429,1,1
18430,1,1
18431,1,1
18432,1,1
18433,1,1
18434,1,1
18435,1,1
18436,1,1
18437,1,1
18438,1,1
18439,1,1
18440,1,1
18441,1,1
18442,1,1
18443,1,1
18444,1,1
18445,1,1
18446,1,1
18447,1,1
18448,1,1
18449,1,1
18450,1,1
18451,1,1
18452,1,1
18453,1,1
18454,1,1
18455,1,1
18456,0,1
18457,1,1
18458,1,1
18459,1,1
18460,1,1
18461,1,1
18462,1,1
18463,1,1
18464,1,1
18465,1,1
18466,1,1
18467,1,1
18468,1,1
18469,1,1
18470,1,1
18471,1,1
18472,1,1
18473,1,1
18474,1,1
18475,1,1
18476,1,1
18477,1,1
18478,1,1
18479,1,1
18480,1,1
18481,1,1
18482,1,1
18483,1,1
18484,1,1
18485,1,1
18486,1,1
18487,1,1
18488,1,1
18489,1,1
18490,1,1
18491,1,1
18492,1,1
18493,1,1
18494,1,1
18495,1,1
18496,1,1
18497,1,1
18498,1,1
18499,1,1
18500,1,1
18501,1,1
18502,1,1
18503,1,1
18504,1,1
18505,1,1
18506,1,1
18507,1,1
18508,1,1
18509,1,1
18510,1,1
18511,1,1
18512,1,1
18513,1,1
18514,1,1
18515,1,1
18516,1,1
18517,1,1
18518,1,1
18519,1,1
18520,1,1
18521,1,1
18522,1,1
18523,0,1
18524,1,1
18525,1,1
18526,1,1
18527,1,1
18528,1,1
18529,1,1
18530,1,1
18531,1,1
18532,1,1
18533,1,1
18534,1,1
18535,1,1
18536,1,1
18537,1,1
18538,1,1
18539,1,1
18540,1,1
18541,1,1
18542,1,1
18543,1,1
18544,1,1
18545,1,1
18546,1,1
18547,1,1
18548,1,1
18549,1,1
18550,1,1
18551,1,1
18552,1,1
18553,1,1
18554,1,1
18555,1,1
18556,1,1
18557,1,1
18558,1,1
18559,1,1
18560,1,1
18561,1,1
18562,1,1
18563,1,1
18564,1,1
18565,1,1
18566,0,1
18567,0,1
18568,1,1
18569,0,1
18570,1,1
18571,1,1
18572,1,1
18573,1,1
18574,1,1
18575,1,1
18576,1,1
18577,0,1
18578,1,1
18579,1,1
18580,1,1
18581,1,1
18582,1,1
18583,1,1
18584,1,1
18585,1,1
18586,1,1
18587,1,1
18588,1,1
18589,1,1
18590,1,1
18591,1,1
18592,1,1
18593,1,1
18594,1,1
18595,1,1
18596,1,1
18597,1,1
18598,1,1
18599,1,1
18600,1,1
18601,1,1
18602,1,1
18603,1,1
18604,1,1
18605,1,1
18606,1,1
18607,1,1
18608,1,1
18609,1,1
18610,1,1
18611,1,1
18612,1,1
18613,1,1
18614,1,1
18615,1,1
18616,1,1
18617,1,1
18618,1,1
18619,1,1
18620,1,1
18621,1,1
18622,1,1
18623,1,1
18624,1,1
18625,1,1
18626,1,1
18627,1,1
18628,1,1
18629,1,1
18630,1,1
18631,1,1
18632,1,1
18633,1,1
18634,1,1
18635,0,1
18636,1,1
18637,1,1
18638,1,1
18639,1,1
18640,1,1
18641,1,1
18642,0,1
18643,1,1
18644,1,1
18645,1,1
18646,1,1
18647,1,1
18648,1,1
18649,0,1
18650,1,1
18651,1,1
18652,1,1
18653,1,1
18654,1,1
18655,1,1
18656,1,1
18657,1,1
18658,1,1
18659,1,1
18660,1,1
18661,1,1
18662,1,1
18663,1,1
18664,1,1
18665,1,1
18666,1,1
18667,1,1
18668,1,1
18669,1,1
18670,1,1
18671,1,1
18672,1,1
18673,1,1
18674,1,1
18675,1,1
18676,1,1
18677,1,1
18678,1,1
18679,1,1
18680,0,1
18681,1,1
18682,1,1
18683,1,1
18684,1,1
18685,1,1
18686,1,1
18687,1,1
18688,1,1
18689,1,1
18690,1,1
18691,1,1
18692,1,1
18693,1,1
18694,1,1
18695,1,1
18696,1,1
18697,1,1
18698,1,1
18699,1,1
18700,1,1
18701,1,1
18702,1,1
18703,1,1
18704,1,1
18705,1,1
18706,1,1
18707,1,1
18708,1,1
18709,1,1
18710,0,1
18711,1,1
18712,1,1
18713,1,1
18714,1,1
18715,1,1
18716,1,1
18717,0,1
18718,1,1
18719,1,1
18720,1,1
18721,1,1
18722,1,1
18723,1,1
18724,1,1
18725,1,1
18726,0,1
18727,1,1
18728,1,1
18729,1,1
18730,1,1
18731,1,1
18732,1,1
18733,1,1
18734,1,1
18735,1,1
18736,1,1
18737,1,1
18738,1,1
18739,1,1
18740,1,1
18741,1,1
18742,1,1
18743,1,1
18744,1,1
18745,1,1
18746,1,1
18747,1,1
18748,1,1
18749,1,1
18750,1,1
18751,1,1
18752,1,1
18753,1,1
18754,1,1
18755,0,1
18756,1,1
18757,1,1
18758,1,1
18759,1,1
18760,1,1
18761,1,1
18762,1,1
18763,1,1
18764,1,1
18765,1,1
18766,1,1
18767,1,1
18768,1,1
18769,1,1
18770,1,1
18771,1,1
18772,1,1
18773,1,1
18774,1,1
18775,1,1
18776,1,1
18777,1,1
18778,1,1
18779,1,1
18780,1,1
18781,1,1
18782,1,1
18783,1,1
18784,1,1
18785,1,1
18786,1,1
18787,1,1
18788,1,1
18789,1,1
18790,1,1
18791,1,1
18792,1,1
18793,1,1
18794,1,1
18795,1,1
18796,1,1
18797,1,1
18798,1,1
18799,1,1
18800,1,1
18801,1,1
18802,1,1
18803,1,1
18804,1,1
18805,1,1
18806,1,1
18807,1,1
18808,1,1
18809,1,1
18810,1,1
18811,1,1
18812,1,1
18813,1,1
18814,1,1
18815,1,1
18816,1,1
18817,1,1
18818,1,1
18819,1,1
18820,1,1
18821,1,1
18822,1,1
18823,1,1
18824,1,1
18825,1,1
18826,1,1
18827,1,1
18828,1,1
18829,1,1
18830,1,1
18831,1,1
18832,1,1
