id,bin_0,bin_1,bin_2,bin_3,bin_4,nom_0,nom_1,nom_2,nom_3,nom_4,nom_5,nom_6,nom_7,nom_8,nom_9,ord_0,ord_1,ord_2,ord_3,ord_4,ord_5,day,month,target
731,0,0,1,F,Y,Red,Trapezoid,Snake,Canada,Theremin,586b51342,3e41282ec,17d7c7e77,e6b8a118f,60d6840a3,1,Expert,Hot,n,Q,od,2,2,1
732,0,0,0,T,Y,Red,Star,Lion,Costa Rica,Piano,f6c524860,fb80a804f,41a47efcb,57313c784,4e1b2c19f,1,Grandmaster,Freezing,h,R,uS,2,10,1
733,0,0,0,F,N,Blue,Star,Hamster,India,Bassoon,6c90f81cd,3b9693870,da3b970aa,9b768b691,245bce63b,1,Novice,Boiling Hot,e,Q,ac,4,2,0
734,0,0,1,F,N,Green,Square,Dog,Russia,Bassoon,2979f0d45,9afd9530d,d79621729,96eb028f0,11c4738cf,1,Novice,Lava Hot,f,D,lL,3,9,0
735,0,1,0,T,N,Red,Polygon,Lion,Costa Rica,Bassoon,f8faea16f,6d2cd10c5,2fb072e38,225f5bdfc,23dd843f0,3,Grandmaster,Lava Hot,f,F,Ye,2,1,0
736,0,0,1,T,Y,Blue,Circle,Cat,Russia,Oboe,79923828f,1ab5e5ad6,779c45830,2fc5662a4,210979cb5,1,Grandmaster,Lava Hot,a,S,ac,2,2,0
737,0,0,0,T,Y,Green,Circle,Lion,Finland,Bassoon,b97f51ac4,b9f08dc06,0ae0f174d,59bc00371,3205392d0,1,Grandmaster,Warm,j,A,su,7,9,0
738,0,0,1,F,N,Red,Star,Lion,China,Bassoon,baab29d3d,8fec7bc42,925c555e6,98ad14ee4,b70d32149,1,Grandmaster,Freezing,a,I,ud,1,12,0
739,0,0,0,T,N,Blue,Trapezoid,Lion,Costa Rica,Bassoon,63f642dd9,08b282a6c,8846ce1f0,b80b1b531,f838af6b9,1,Contributor,Boiling Hot,j,P,SB,7,8,0
740,0,0,1,F,Y,Red,Triangle,Cat,Costa Rica,Theremin,2e7f4d636,54efb1985,27c719804,0b5e21a98,b6e641fb5,2,Grandmaster,Cold,c,S,oG,2,12,1
741,1,1,0,T,Y,Blue,Trapezoid,Lion,Russia,Theremin,81f9d3312,788ba7aea,04ddac2be,6437b4ddf,25b6eef9c,1,Grandmaster,Freezing,i,D,Jc,1,1,0
742,0,0,0,F,Y,Red,Star,Dog,Russia,Theremin,e7d9ca356,d166613dc,d62ddb2cc,6ac58798e,2704ef3b8,1,Novice,Hot,h,L,iT,3,10,0
743,0,0,0,F,Y,Green,Triangle,Lion,Canada,Piano,5b0f5acd5,cefab1020,beb450614,6055c51de,326e70a8c,1,Contributor,Warm,a,U,ac,3,1,0
744,0,0,1,T,Y,Green,Trapezoid,Axolotl,Russia,Oboe,3685a0904,6ea52a806,0406d6252,c2dfecfea,a16b1d8cd,1,Expert,Warm,l,B,Xh,3,12,1
745,0,0,1,T,Y,Green,Trapezoid,Cat,Finland,Oboe,d372c8993,51477cd88,5fee1e1d2,ba3e7ea1a,e7dc16f7e,1,Contributor,Freezing,h,O,Wv,1,3,0
746,1,0,1,T,Y,Blue,Square,Cat,Russia,Bassoon,30a530eab,19505136a,2de101b87,e33c9683a,16d233754,1,Novice,Lava Hot,l,A,eQ,1,2,0
747,0,0,1,F,N,Red,Star,Cat,Canada,Bassoon,778fdbe56,a028c07af,805d37bb5,c9a1187a9,616c30018,1,Novice,Boiling Hot,l,C,dP,2,3,0
748,1,1,0,T,Y,Red,Trapezoid,Axolotl,Russia,Bassoon,9ba4e87a7,2eadb68c5,564a11aa1,4d22a9abe,9e4c99a0d,1,Novice,Freezing,k,T,su,7,1,0
749,0,0,1,F,Y,Green,Star,Hamster,Russia,Piano,81264f81f,063f4307d,967f2aceb,8e4102fa6,8275027b7,2,Master,Lava Hot,g,S,Uk,2,8,0
750,0,0,1,F,N,Green,Circle,Axolotl,China,Oboe,05950689f,309707034,6fb8423f1,afbb3506a,c7bc471db,1,Expert,Freezing,h,K,Hj,3,9,0
751,0,1,1,F,Y,Blue,Trapezoid,Lion,Russia,Oboe,6c90f81cd,beb20ea99,eeba65bef,968c80c89,a451d30cc,2,Novice,Warm,h,X,KR,1,4,0
752,1,0,0,F,N,Red,Trapezoid,Dog,Russia,Oboe,88707c9ab,e7a7bf2e1,570758f56,e32fd31bc,b5df85fd6,3,Master,Cold,e,R,cA,7,9,1
753,0,0,0,T,N,Blue,Circle,Dog,Costa Rica,Bassoon,e9f44a509,0302f1ffc,9ff342e6e,49cfc8bab,443727061,2,Master,Hot,k,U,Ed,4,1,0
754,0,1,1,F,Y,Green,Trapezoid,Lion,Canada,Oboe,f12246592,cad70d692,fc4c33777,18cf0e061,bd567cd55,2,Novice,Boiling Hot,g,D,ll,2,3,0
755,1,0,0,F,N,Red,Trapezoid,Snake,Canada,Oboe,39647c92a,116d9fcd9,d75bd1f4b,b25cfb005,04ee2825d,1,Grandmaster,Freezing,g,T,cA,1,5,0
756,0,0,0,T,Y,Red,Trapezoid,Cat,Finland,Bassoon,6c90f81cd,b5f4a755a,2b017b873,c42f562d9,fa00b37b2,2,Grandmaster,Boiling Hot,i,X,NV,7,1,1
757,0,1,1,T,Y,Blue,Polygon,Lion,China,Oboe,2a0e95ba1,ad1b42856,4ad6364f1,66ea5fe47,d552e5e03,1,Expert,Cold,o,G,Bn,1,12,0
758,0,0,0,T,Y,Blue,Triangle,Dog,China,Piano,f2d59cf51,687eaba3e,e8dad647e,adab14930,9985551b5,3,Grandmaster,Freezing,g,V,uS,4,2,0
759,0,0,1,T,Y,Blue,Polygon,Hamster,Canada,Bassoon,075ceb58b,882ce2ad7,b48349b5b,d176969eb,e1084bbbc,2,Expert,Cold,g,A,RP,3,3,0
760,0,0,0,T,Y,Blue,Square,Axolotl,Russia,Piano,f7821e391,642fcc7be,3f0057c9b,3c01da44a,c1ff010e8,3,Grandmaster,Lava Hot,l,W,kW,2,9,1
761,0,0,1,F,Y,Blue,Trapezoid,Axolotl,Canada,Theremin,0dee9b39a,8fd64cb59,695001688,59bd5621f,8fe76101f,1,Grandmaster,Freezing,l,R,qv,1,12,0
762,0,0,0,F,Y,Red,Star,Dog,Russia,Piano,524b3f349,642fcc7be,9ec27039d,e89889a70,26e51923f,1,Expert,Hot,g,F,CU,3,5,0
763,0,0,1,T,N,Green,Circle,Lion,Canada,Piano,640e1fdd5,28b8e5350,d264f6367,d9e7bda6e,af454196b,1,Contributor,Freezing,f,W,Wc,4,11,0
764,1,0,0,F,Y,Green,Circle,Snake,Russia,Oboe,077fd9465,6c0354890,4ccc9f448,ca722a0c7,4b9fe1ed6,1,Novice,Freezing,g,F,lx,2,7,0
765,1,1,0,F,Y,Blue,Polygon,Lion,Russia,Theremin,63f642dd9,2d9852300,386eb705f,c6312c571,017939e7b,1,Novice,Boiling Hot,g,Y,UO,2,2,0
766,1,0,1,F,N,Blue,Trapezoid,Lion,Costa Rica,Piano,da60580a8,c103290d4,f92e1c054,824e859b3,c066a1119,3,Contributor,Boiling Hot,i,G,CU,2,8,0
767,0,1,0,T,Y,Green,Star,Lion,Russia,Oboe,46cab09da,322121abf,f174961df,0e87f6993,058e89912,2,Grandmaster,Freezing,c,K,Vx,3,2,0
768,1,0,1,F,Y,Blue,Triangle,Lion,China,Theremin,4845cc770,612641073,ecb2421a4,b42c08fd7,de88fdd95,1,Expert,Cold,g,Q,Dx,2,3,0
769,0,0,1,T,N,Red,Circle,Cat,Russia,Piano,4e28ceffa,017eb57f0,e4309571f,6509dd268,a9df6c498,3,Novice,Hot,k,H,BE,4,1,0
770,0,0,0,F,Y,Blue,Trapezoid,Cat,Russia,Bassoon,bd7740b93,edb3cf6c8,a88395028,63472819d,4d834bc73,1,Master,Boiling Hot,g,S,Xi,2,3,0
771,0,0,1,T,Y,Blue,Circle,Cat,India,Oboe,0b3bec656,63d0e6105,745eba2aa,cd91fa17f,d10527c59,1,Grandmaster,Freezing,h,A,Bn,3,8,0
772,0,0,0,F,Y,Red,Star,Hamster,Russia,Bassoon,30a15b6bd,5fc007fd3,c893d29eb,aab566067,c64a3cae3,3,Expert,Boiling Hot,a,Z,PQ,1,8,1
773,0,1,0,T,Y,Blue,Trapezoid,Snake,Russia,Theremin,8573fa81a,db64717a3,570758f56,552b3a516,9e132bf81,1,Grandmaster,Boiling Hot,k,V,JX,4,12,0
774,1,1,1,F,Y,Green,Trapezoid,Lion,Costa Rica,Piano,3263bdce5,54474e8d8,37211ac72,078133e43,24e51899c,3,Grandmaster,Freezing,g,J,GJ,3,1,1
775,0,0,0,T,N,Blue,Trapezoid,Snake,Canada,Theremin,185ba0a59,1795ef28b,c79fbc620,df8d8c987,164844815,2,Novice,Warm,g,F,lF,4,1,0
776,0,0,0,F,Y,Blue,Star,Lion,Russia,Bassoon,50f116bcf,1611d2b45,be75a496b,1470798e4,113d887c2,1,Novice,Freezing,a,F,qX,1,1,0
777,0,1,0,T,Y,Green,Trapezoid,Snake,China,Bassoon,3585ff84b,b321e8ee3,a4592b8a2,089a759d4,3f2a6b542,1,Grandmaster,Freezing,g,U,on,2,2,0
778,0,0,0,F,Y,Blue,Polygon,Cat,Finland,Theremin,46cab09da,8fec7bc42,e284f6804,9967fa8ed,6ab6898ab,1,Contributor,Boiling Hot,a,P,od,3,4,0
779,0,0,0,T,Y,Blue,Polygon,Snake,Russia,Bassoon,bd40c81f3,95572215a,859ac0521,4d8586f58,8898fd72f,2,Novice,Cold,i,E,qP,1,3,0
780,0,0,0,T,N,Green,Polygon,Lion,Russia,Piano,a3f640358,fd9370b9e,bf899de6f,6c16496e3,f86a685d5,3,Expert,Freezing,e,K,yc,2,9,0
781,0,1,1,F,Y,Blue,Star,Lion,China,Theremin,479fd7aea,987d29cca,2d36d7ff3,55568cfab,dc883e80e,1,Novice,Warm,o,W,zU,7,1,0
782,0,0,0,T,Y,Blue,Trapezoid,Lion,Russia,Piano,4464569ee,8fd64cb59,7e3f745fc,1ceaac569,3ced1535d,1,Master,Lava Hot,i,S,wu,1,1,1
783,0,0,0,F,Y,Green,Trapezoid,Lion,China,Oboe,9ad6558d1,cefab1020,27e0c7992,cfd8b1264,e43681655,1,Master,Boiling Hot,f,F,Gb,3,2,0
784,0,0,0,T,N,Blue,Square,Cat,Russia,Bassoon,de04b8750,54efb1985,fca1988e7,5fa7f4334,8136e86a2,2,Contributor,Boiling Hot,l,P,mb,3,1,1
785,0,0,0,T,Y,Green,Trapezoid,Cat,China,Theremin,2ff007c26,ea64fbdeb,4ca8c6fdb,be9dabb16,42fcffe95,1,Expert,Freezing,a,V,GJ,1,7,0
786,0,1,0,F,Y,Red,Trapezoid,Lion,China,Oboe,e6f45aa26,c75b3104a,c399f2457,eff80ac44,0d483ea49,1,Expert,Boiling Hot,d,W,be,6,8,0
787,0,1,0,T,N,Green,Polygon,Snake,Russia,Bassoon,ef38568df,162fc2192,7c84bf21f,d69adef8b,1393b8aa9,1,Master,Freezing,d,U,dO,1,2,0
788,0,1,0,F,Y,Red,Triangle,Snake,Costa Rica,Bassoon,2ff007c26,b48077cc4,70363b2e8,2945cb4e9,d1096c9a9,1,Contributor,Cold,e,A,CM,2,8,0
789,0,1,0,F,N,Blue,Square,Cat,Canada,Theremin,4e28ceffa,1795ef28b,8ed1c6155,dac367de2,cf167b748,1,Novice,Boiling Hot,b,G,tM,4,8,0
790,0,0,0,T,Y,Red,Triangle,Lion,China,Theremin,568550f04,e0664a4d3,55c29cb32,f1de422cc,6b78169ba,1,Novice,Freezing,g,A,RP,1,7,0
791,0,0,1,T,Y,Red,Triangle,Lion,Costa Rica,Theremin,f9e5266f9,ec416c384,bce324061,95d7a429a,641d512ff,1,Contributor,Freezing,d,V,uS,1,8,0
792,0,0,1,T,N,Green,Polygon,Lion,China,Piano,d9becff68,fc4518443,ff5b35098,60f23b85b,db9d03a25,1,Master,Freezing,o,L,bF,3,10,1
793,0,1,0,T,Y,Green,Square,Lion,Russia,Bassoon,077fd9465,cd94f29d1,6448d1faf,edd67eb51,cdb4b4db5,1,Grandmaster,Freezing,g,G,rZ,2,4,0
794,1,0,1,F,Y,Blue,Circle,Lion,India,Oboe,81264f81f,7a8736321,5aeb59996,45cd8080a,834414ba2,1,Novice,Freezing,e,A,Vf,4,2,0
795,1,1,1,T,Y,Red,Trapezoid,Hamster,Costa Rica,Oboe,d1b1709e8,8a34317cb,38acaf52e,7811c5ce4,56fd534cd,1,Novice,Freezing,k,D,ke,5,11,1
796,0,0,0,T,Y,Green,Trapezoid,Cat,China,Piano,91a20b464,acf5b10dd,78ddd9718,081d24029,2cb3e36ad,2,Novice,Lava Hot,i,G,TZ,2,4,0
797,0,0,1,T,Y,Green,Circle,Cat,Canada,Oboe,d9becff68,0922e3cb8,2d6fa1af1,f66552355,112ae5e2c,1,Novice,Freezing,l,G,vy,2,1,0
798,0,0,1,F,N,Blue,Square,Snake,Canada,Bassoon,af088d192,d6f8634af,85495b390,a96775d37,0f47af64a,2,Novice,Freezing,i,T,Xi,5,5,0
799,0,0,0,T,Y,Green,Trapezoid,Lion,Russia,Piano,075ceb58b,cd2fa6d62,700924d38,f8984e6eb,eb3890574,2,Contributor,Freezing,b,H,RG,1,4,0
800,0,0,0,F,Y,Blue,Star,Dog,Costa Rica,Theremin,2cadfed8e,32db19124,33c193609,cf61d0c57,050297a25,3,Novice,Lava Hot,b,U,QM,1,9,0
801,0,0,0,F,N,Green,Circle,Lion,Russia,Bassoon,5a466e166,4c1bdbe7b,80c2eca0f,6f08eb834,4f2985f56,1,Novice,Boiling Hot,g,W,kr,3,11,0
802,0,0,0,F,N,Blue,Circle,Lion,Costa Rica,Oboe,740fb99a9,945aa2bc5,9f99947e2,0012ac11d,06ea0ece4,3,Novice,Cold,h,T,ll,3,11,0
803,0,0,0,T,N,Blue,Square,Hamster,Costa Rica,Theremin,defc6dd20,bc82e0ba0,57a3529fa,4e93545bd,f1409ed0a,1,Novice,Warm,a,Z,Dc,5,3,1
804,0,0,0,T,N,Green,Triangle,Lion,Costa Rica,Oboe,e5b29c42b,cd8e3a0a7,7b22090e2,a8d9f702e,39515531e,2,Novice,Warm,j,R,WE,4,2,0
805,0,0,0,F,Y,Green,Star,Dog,Costa Rica,Bassoon,b0c8dba76,5fc007fd3,a92cf03ee,6a6755a75,9c581a38e,1,Novice,Lava Hot,b,P,jV,2,3,0
806,1,0,0,F,Y,Green,Star,Cat,China,Piano,96c73114c,01455237a,d590d385d,84ee00413,cbd0d31d5,2,Grandmaster,Cold,b,Q,Qo,2,1,1
807,0,0,0,F,Y,Blue,Trapezoid,Lion,Finland,Theremin,e0efe9d20,20dc501c6,83c9b6ebc,1d74cabd7,d0326c181,2,Novice,Boiling Hot,f,S,mm,2,2,0
808,1,0,1,T,Y,Green,Trapezoid,Snake,Canada,Oboe,83b38aa6b,e4d51bdd5,0ae0f174d,4f875f2d9,423801297,1,Expert,Lava Hot,k,Q,qA,4,5,1
809,0,0,1,F,Y,Red,Trapezoid,Cat,Russia,Theremin,49f4b29cc,8817e18d1,59de9c26a,9a053d45e,2d119b624,1,Novice,Freezing,g,T,CU,1,12,1
810,0,0,1,T,Y,Green,Trapezoid,Dog,China,Oboe,eb69430d6,7909ef46d,ae1edb14c,120c4a79b,de7699a4a,1,Novice,Cold,j,F,cA,4,5,0
811,0,0,1,F,N,Green,Trapezoid,Lion,India,Bassoon,1e6cb96e8,29b650229,6008addf2,0ec45f250,e98ea9851,3,Expert,Lava Hot,e,V,Dx,3,11,1
812,0,1,0,T,N,Blue,Circle,Axolotl,Costa Rica,Bassoon,c2843dc45,d173ac7ca,7f1dc7d07,1a4009324,2257000b0,3,Novice,Lava Hot,e,Y,MC,1,7,0
813,1,0,0,T,Y,Red,Trapezoid,Cat,Russia,Oboe,6020a8124,fa3f6d36f,71777c678,46637170c,d21fe1728,1,Novice,Freezing,o,C,PQ,1,5,1
814,0,0,0,T,Y,Green,Triangle,Lion,Canada,Theremin,91a20b464,2936160c7,570758f56,bc28bbcdb,c10872f96,1,Master,Freezing,l,G,Os,2,1,0
815,0,1,0,F,Y,Green,Polygon,Dog,Russia,Theremin,2cc9e16b9,b321e8ee3,9d6653dde,789ba99c6,c9bae0116,1,Novice,Cold,o,S,uy,2,3,0
816,0,0,0,T,Y,Blue,Circle,Lion,Canada,Theremin,e08092732,5cbbea089,6fb8423f1,c822d0d5a,619ff05b2,1,Novice,Freezing,e,P,Sc,3,9,0
817,0,0,1,F,N,Blue,Star,Snake,India,Piano,f9e5266f9,945aa2bc5,9906abd19,f0aa7e838,83097f7b4,2,Novice,Freezing,l,F,Gx,1,12,0
818,0,0,0,T,N,Red,Trapezoid,Cat,Russia,Bassoon,dbc448931,eeda68203,591491a89,c3938ecbe,332ab0429,1,Grandmaster,Freezing,h,K,ps,4,6,0
819,0,0,1,F,Y,Green,Polygon,Lion,China,Bassoon,6c90f81cd,67721d105,faffef3a9,6f85744aa,9f77e4fc6,1,Grandmaster,Lava Hot,j,X,Dc,2,1,1
820,0,1,0,T,Y,Blue,Star,Axolotl,Canada,Oboe,83b38aa6b,beb20ea99,519829759,67c393e7e,fd6343bd2,1,Grandmaster,Boiling Hot,i,J,Nk,2,7,0
821,0,0,0,T,Y,Blue,Polygon,Cat,Canada,Bassoon,0dee9b39a,603232dea,c344f4362,8e211ed49,8195596d3,1,Contributor,Cold,e,P,lx,7,11,0
822,0,0,0,T,N,Green,Trapezoid,Snake,China,Oboe,493de6347,f14fe8bc5,d54f42570,dcfc4407a,ded9b1aae,1,Novice,Boiling Hot,a,P,sD,7,1,0
823,0,0,0,F,Y,Red,Star,Dog,Russia,Theremin,a93b89fc9,ec5064acb,6d5bc098a,ba851e117,740fab3ce,2,Master,Freezing,l,K,Uk,2,9,1
824,0,0,0,T,N,Blue,Trapezoid,Lion,China,Piano,ddac78300,bc82e0ba0,022401886,50d48251c,c7b9fd244,1,Contributor,Cold,h,O,Ai,1,3,0
825,1,0,1,T,N,Blue,Trapezoid,Lion,Russia,Piano,df51b96fc,d95501ac1,faffef3a9,bd7a542d2,e95389f2b,1,Master,Freezing,l,U,gJ,4,1,0
826,0,1,1,F,N,Red,Trapezoid,Hamster,Russia,Bassoon,76be0b8b1,d9004c5c2,6af6214b1,c42f562d9,3af4050be,1,Novice,Lava Hot,j,G,Fo,2,9,0
827,0,1,0,F,Y,Red,Circle,Hamster,Canada,Bassoon,9ad6558d1,c75b3104a,43e62e1ef,178ac6030,5bde6630a,1,Grandmaster,Freezing,a,A,on,2,3,1
828,0,0,0,F,Y,Red,Trapezoid,Lion,Costa Rica,Oboe,d9becff68,0e2f036b5,7d964ca6f,5e23fecc8,fe19b0673,1,Master,Boiling Hot,g,W,uy,1,2,1
829,0,0,0,T,Y,Red,Trapezoid,Lion,Russia,Bassoon,39647c92a,097ff91b3,35d07cd61,592780592,26d8149f6,1,Novice,Lava Hot,e,K,Uk,2,4,0
830,0,1,1,F,Y,Red,Trapezoid,Lion,India,Oboe,2ff007c26,e2559b9ab,5dc3e05e9,582c2acac,2d9fb98f3,1,Novice,Freezing,h,J,rp,3,10,0
831,0,0,0,F,N,Green,Star,Axolotl,Russia,Theremin,d9becff68,c103290d4,59fe57a1b,4a3dace70,4d63cfc6a,1,Contributor,Freezing,h,R,Ye,2,9,1
832,0,0,0,F,N,Blue,Circle,Lion,India,Oboe,2cadfed8e,50d7ad46a,022401886,2e9b9ce68,27d932e0a,1,Master,Freezing,k,Q,GJ,2,3,0
833,0,0,0,T,N,Green,Star,Lion,India,Oboe,4e28ceffa,116d9fcd9,752efcc5b,e8ed352ca,ca5bfe426,1,Novice,Lava Hot,i,S,eQ,2,2,0
834,0,1,0,F,Y,Green,Trapezoid,Lion,Canada,Theremin,ddac78300,c135cdf77,4177c067d,df68e43f2,daf344d55,1,Grandmaster,Lava Hot,b,E,su,7,4,1
835,0,0,0,T,N,Green,Square,Lion,Russia,Oboe,5a94fc1d9,9afd9530d,c44ee82e9,6fbef8e0b,f6d49b652,2,Master,Lava Hot,g,K,CZ,7,3,1
836,1,0,0,T,N,Red,Square,Axolotl,Costa Rica,Bassoon,586b51342,bc82e0ba0,fc879d4aa,8b3d947bf,30a93b8b6,2,Novice,Lava Hot,e,K,xy,1,2,1
837,0,0,0,F,Y,Green,Square,Dog,Finland,Oboe,dc07effb0,f134870d4,accc230d5,117173d83,de3d0a268,1,Novice,Warm,i,T,JX,7,3,0
838,0,0,0,F,Y,Green,Trapezoid,Snake,Costa Rica,Bassoon,d372c8993,2c7fb8434,d10553e7e,83e1edf48,b27257562,1,Novice,Lava Hot,l,F,aM,7,3,0
839,0,0,0,F,N,Blue,Star,Lion,Russia,Oboe,0b3bec656,9ceb19dd6,451f749a5,86c2f295b,bf650ac99,1,Expert,Boiling Hot,a,Q,vy,4,1,1
840,0,0,0,F,N,Blue,Star,Snake,India,Oboe,29e7f8525,f8c5dc0e0,a2ff76df0,cb43ab175,65dd87c7d,1,Master,Freezing,l,E,Hj,2,12,0
841,0,1,1,F,Y,Green,Star,Cat,China,Oboe,ee55b9d67,32db19124,1c20a27b8,bb795cbb6,aad8c29a8,1,Contributor,Freezing,l,A,CZ,2,3,0
842,0,1,1,F,Y,Green,Polygon,Hamster,Russia,Piano,35f65a9bf,c9a951efa,f760c0b42,9b4f60f30,888039373,2,Master,Hot,a,U,kC,2,12,0
843,0,0,0,F,Y,Green,Polygon,Axolotl,India,Oboe,46cab09da,b9f08dc06,6790972e7,f576761d8,e6517df10,1,Grandmaster,Warm,h,R,Dx,2,3,0
844,0,0,0,F,N,Blue,Circle,Lion,India,Piano,50f116bcf,eeda68203,91a780da9,9073c9269,880dfe705,1,Grandmaster,Boiling Hot,h,R,MC,2,11,1
845,1,0,1,T,Y,Red,Polygon,Lion,Russia,Piano,06eeaf0aa,79a82b7c0,80c2eca0f,322e03b73,b52a81205,1,Grandmaster,Warm,a,R,Bd,3,2,0
846,0,0,1,T,Y,Blue,Trapezoid,Snake,Russia,Piano,1305d6e77,79a82b7c0,c41dd2bb6,81782d94a,37a8dd691,1,Grandmaster,Freezing,a,L,ri,4,8,0
847,0,0,0,T,Y,Green,Square,Lion,Russia,Bassoon,0dee9b39a,0d50f61fd,6c09a9fe7,06b4f0f6a,4b8e1dec5,1,Master,Lava Hot,j,T,iT,2,3,0
848,0,1,1,F,Y,Blue,Triangle,Lion,Russia,Piano,e7d9ca356,f24d83141,15c34fdba,24570db3d,6ec7f8dce,1,Novice,Hot,d,O,ke,4,2,0
849,0,0,1,T,Y,Green,Circle,Snake,Finland,Theremin,46cab09da,788ba7aea,e4af09e22,f8984e6eb,2989fd6f9,1,Expert,Freezing,i,L,dE,3,8,0
850,1,0,1,F,Y,Blue,Triangle,Cat,Canada,Piano,91bde92fa,0b23e3352,5de3bf599,27edab94e,d92b5781a,1,Novice,Hot,a,K,oG,1,8,0
851,0,0,0,F,Y,Blue,Star,Cat,India,Oboe,b97f51ac4,6f438920f,6face96c8,9a5657ef9,f8ea9cf0e,1,Novice,Boiling Hot,l,H,Er,3,7,0
852,0,1,1,F,Y,Red,Trapezoid,Axolotl,Russia,Piano,92190168b,5194690a0,bba91045f,087606369,044e6d68e,1,Grandmaster,Freezing,h,N,eb,3,5,0
853,0,1,1,F,N,Green,Polygon,Axolotl,Russia,Oboe,f12246592,11698a0b3,50831f351,46637170c,44ffd907d,2,Novice,Boiling Hot,j,P,qw,3,4,1
854,1,0,1,F,N,Red,Trapezoid,Hamster,China,Bassoon,f0c1ceee4,7e240024b,c17f0bea5,0503fc10d,9f2dec0b7,1,Grandmaster,Lava Hot,f,V,OR,2,9,0
855,0,0,1,F,N,Green,Triangle,Lion,Costa Rica,Oboe,4e28ceffa,c3c8b7b13,91c26901a,be9dabb16,d23a429d1,3,Expert,Lava Hot,g,K,Bd,2,12,0
856,0,0,0,T,N,Red,Star,Dog,Costa Rica,Bassoon,6cd0619e0,5a5e620b3,8c4ce64a1,ce7bd7d9a,673c268c5,3,Expert,Lava Hot,l,K,RP,4,3,0
857,0,0,1,T,Y,Red,Star,Snake,Finland,Oboe,3aabfa2fc,a26bedd00,66418d6ec,f83a849b6,4fb36ac9b,1,Contributor,Freezing,k,O,od,4,3,0
858,0,1,1,F,N,Red,Trapezoid,Dog,Finland,Bassoon,74bd42d5f,fb80a804f,5d6e63dfc,89d396920,97616a1ac,1,Expert,Warm,o,R,aM,2,3,0
859,0,0,0,T,N,Green,Square,Lion,China,Piano,85159d577,966f4a973,d82d4d997,6250a03c7,f540d9987,1,Novice,Freezing,i,V,Xh,7,2,1
860,1,0,1,T,N,Blue,Polygon,Axolotl,Canada,Piano,f12246592,46c89ef8d,0e9e2ce06,86c2f295b,5508a2640,1,Novice,Boiling Hot,k,R,qo,2,2,0
861,1,0,1,F,N,Green,Polygon,Snake,China,Theremin,eb69430d6,df5b440ae,d7326ea7a,0fa761198,b34ee501d,1,Novice,Freezing,j,Q,CL,4,11,1
862,0,0,0,T,Y,Red,Trapezoid,Dog,Canada,Oboe,a93b89fc9,50d7ad46a,26160167b,360508b3e,3f700a73b,1,Grandmaster,Warm,e,P,PQ,2,3,0
863,0,0,1,F,Y,Green,Polygon,Dog,China,Bassoon,8266050c6,6057ca561,2de101b87,9251228dc,2a5675e23,2,Contributor,Lava Hot,l,Z,dh,2,2,1
864,0,0,1,F,Y,Blue,Star,Lion,China,Oboe,e9f44a509,cd94f29d1,68d88988b,126681784,54113ab64,1,Novice,Cold,g,I,sY,3,12,0
865,1,0,0,F,Y,Green,Circle,Lion,Canada,Piano,30a15b6bd,2a22b315e,e8e8b6747,2d10dbc79,17a6152ce,3,Grandmaster,Hot,j,T,yN,5,2,1
866,0,0,0,F,Y,Green,Trapezoid,Hamster,Costa Rica,Oboe,778fdbe56,32be571ee,41a47efcb,76c3740a6,2f565e4b4,3,Master,Lava Hot,i,P,uJ,3,8,0
867,0,0,0,F,Y,Blue,Star,Axolotl,Russia,Oboe,3585ff84b,9f53d30ad,80233d0ed,456af94a1,ae10ce7e5,3,Grandmaster,Lava Hot,c,A,lF,5,2,0
868,1,0,0,F,N,Red,Trapezoid,Dog,Costa Rica,Theremin,e9f44a509,d83ae1b30,7d964ca6f,ccee5b87d,150b71a03,1,Novice,Lava Hot,b,U,CU,5,2,1
869,0,0,1,F,Y,Green,Polygon,Dog,Canada,Piano,3263bdce5,c9a951efa,058d689da,5fa7f4334,edfce87c8,1,Grandmaster,Boiling Hot,h,H,fO,2,10,1
870,1,0,0,T,N,Blue,Trapezoid,Axolotl,Canada,Oboe,4845cc770,74e5a0bce,944df579c,1484cacf0,e4fac61e0,1,Novice,Freezing,l,H,XI,2,5,0
871,0,1,1,F,N,Red,Square,Snake,Russia,Bassoon,e9f44a509,dee9cf5e9,b1e0ffc10,2fb537aa8,b6fb15cf9,1,Grandmaster,Boiling Hot,g,Y,hT,3,3,1
872,0,0,1,T,N,Blue,Trapezoid,Lion,Costa Rica,Bassoon,30a15b6bd,f497b97d7,6aee14e09,6e4113602,cd94603bd,1,Contributor,Boiling Hot,f,B,Er,5,1,0
873,0,0,0,T,Y,Blue,Square,Cat,Canada,Oboe,f7821e391,4fa3092a4,bd5f24b8a,b2daa8b10,00dfe9127,1,Novice,Freezing,e,P,iT,7,12,0
874,0,0,1,T,N,Green,Square,Snake,Finland,Bassoon,71583d387,d44f7245a,c7858e014,dddd242ad,e293ab32a,3,Expert,Lava Hot,a,S,ac,2,2,1
875,0,0,0,F,Y,Red,Triangle,Cat,China,Piano,e9f44a509,fa3f6d36f,c3112515d,995b9fe3c,7f1c3219c,1,Novice,Freezing,j,X,sV,2,2,0
